title,brand,description,price/currency,price/value,stars,reviewsCount
"Cute Cat Stickers, Funny Cat Meme Stickers for Adults, 50PCS Funny Kawaii Animal Stickers, Vinyl Waterproof Stickers for Laptop, Water Bottles, Phone, Luggage, Scrapbook, Hard Hat, Bumper, Cat Lovers",Jaurney,"Hello, thank you for visiting JAURNEY.About the ProductFeatures:1.No duplication, no random delivery.2.Waterproof, sunscreen and UV-protection.3.Never fade, repeated used almost without leaving adhesive.4.Easily peel off and stick on, create your own personality.Specifications:Material: PVCSize: 2 - 3.5 inchColor: As shown in the picturePackage Included:50PCS Funny Cat Meme StickersApplicable People:Stickers for kids, teens, adults, stickers collectors and DIY lovers.Applicable Occasions:Stickers for party supplies, party favors, student rewards, birthday gifts, holiday gifts, add-on gifts, personalized decoration.Applicable Things:Stickers for water bottles, cups, mugs, computers, laptops, phones, skateboards, luggage, bumper, helmets, scrapbooks, mirrors, notebooks, diaries, snowboards, bicycles, cars, and anything you want to decorate.Easy to Use:Get your stickers, Clean the surface, Sticker on, then use your imagination to create works! (Note: rough surfaces, soft surfaces, abrasive particles, and leather cloth surfaces are not suitable)100% Satisfaction:Customer's satisfaction is our greatest motivation. We are committed to providing the best products and services for every customer. If you have any questions about this personalized stickers bulk, please feel free to contact us. We will do our best to provide a satisfactory solution.JAURNEY is a professional and responsible brand that can be trusted.",$,5.49,4.6,24.0
"Kipling Women's Seoul 15"" Laptop Backpack, Durable, Roomy with Padded Shoulder Straps, Built-in Protective Sleeve, Black Tonal, 12.75"" L x 17.25"" H x 9"" D",Kipling,,$,90.59,4.8,818.0
"Lenovo Backpack for Computers Up to 15.6"", Black, 15.6 inch",Lenovo,"Whether you’re off to study in a cafe or about to board a plane, this versatile backpack will get you, and your gear, there without a hitch. Packed with purposeful features from convenient internal & external pockets for your essentials to a padded compartment for your laptop or tablet. If you’re looking for a companion that’ll make your days a breeze, the Lenovo 15.6” Laptop Backpack B215 is the perfect candidate.",$,14.99,4.4,71.0
bergsalz Travel Backpack For Women Men Laptop Backpack Flight Approved Carry On Bags For Airplanes,bergsalz,,,,4.4,30.0
"Laptop Case 15.6 inch, Shockproof Protective Laptop Cover Briefcase Carrying Computer Bag with Accessory Pocket, Portable Laptop Sleeve Compatible with MacBook, HP, Dell, Lenovo, Asus, Black",ampoock,,$,9.99,4.7,31.0
"60pcs BDSM Stickers for Adults, Vinyl Waterproof Bondage Stickers for Laptops, Water Bottle, Guitar, Computer, Phone and More,Kinky Toy BDSM Stickers (BDSM)",JMYUJX,,$,5.99,,
BND 60Wh F3YGT Laptop Battery for Dell Latitude 12 7000 7280 7290/13 7000 7380 7390 5491 5495 E5480 E5580 E5490 E5590 Precision 15 3520 3530 Series,BND,,$,30.99,4.8,42.0
"35 PCS Seattle Football Stickers for Water Bottle, Laptop, Bicycle, Computer, Motorcycle, Travel Case, Car Decal Decoration Sticker",Generic,"About the product: Total of 35 non-repeating seattle stickers seahawks  All the stickers made with high quality vinyl inks, 100% waterproof and sunscreen, Never faded out. The stickers for hydroflasks is the best gift for sport fans, you can give this sticker to your friends, any adult or man. These cute stickers are perfect for personalizing your laptop, water bottle, skateboard, game console, bicycle, bumper, car, phone, guitar, snowboard, etc. How to use: clean the smooth surface, remove the protective film on the back of the sticker, press the edge of the sticker to ensure a perfect fit. We do not recommend using stickers on uneven surfaces",$,11.99,,
"Gywyw 50PCS Vintage Greek Mythology Waterproof Stickers for Waterbottle Laptop Computer, Funny Vinyle Stickers for Students Kids Teachers Boys Girls (Greek Myth)",Gywyw,"Are you annoyed by the fact that your laptop, water bottle, mirror or other personal items are too simple and lack of decorations? Are you looking for a special gift for your lover or friend? Do you expect a little more fun in your normal life? This colorful and cool sticker set allows you to DIY decorate personal objects and add different colors to your life. It is also a very surprising gift for lovers or friends. Why choose us? Made of high-quality PVC material and exquisite craftsmanship, this cool stickers set is waterproof, sun-proof and durable. The sticker packs set is available 50 stickers with different patterns and colors, allowing you to DIY decorate different items. These water bottle stickers are creative, funny and cool. These stickers for adults adopt self-adhesive design, easy to use, just remove the protective film on the back of the sticker to paste. Great for decorating water bottles, bumpers, laptop, computer, mirror, notebook, diaries, suitcase, skateboard, snowboard, bicycles, motorcycle, cars, etc. Perfect gift for girls, boys, students, teachers, kids, teens, adults, friends, lovers, stickers collectors, etc. Specification: Item: Waterproof stickers  Material: PVC Color: As the picture shows Size: About 4-6 cm Quantity: 100 Pieces Application: Suitable for decorating water bottle, laptop, computers, cellphone, travel case, luggage or other item. Package includes: 50 × Color vinyl stickers  How to use stickers? 1. Clean the surface of the object. 2. Remove the covering film on the surface of the sticker. 3. Stick the sticker firmly on the surface of the object. 4. If it is not pasted correctly, you can tear it off and paste it again.  Tips: The stickers just for smooth surface. Do not suitable for rough surface.",$,5.99,4.7,465.0
"LOVEVOOK Laptop Backpack for Women, 15.6 Inch Work Laptop Bag，Waterproof Teacher Nurse Bag with USB Port, Fashion Travel Bag Business Computer Backpack Purse,Black",LOVEVOOK,,$,32.99,4.8,78.0
"LOVEVOOK Laptop Backpack for Women, Convertible Tote Backpack Laptop Bag for Women 15.6’’, Lightweight Travel Computer Backpack for College, Wide Open Work Backpack for Teacher Nurse Water-resistant",LOVEVOOK,,,,5.0,8.0
Hyfant Laptop Sleeve with Foldable Stand and Mouse Pad for MacBook Air 13 MacBook Pro 13/14 Leather Laptop Case Protective Cover Slim Bag Notebook Computer Case,Hyfant,,$,22.99,4.2,717.0
"100Pcs Stickers for Kids - Cute Animal Stickers for Kids Water Bottles -Non-Repeating Tear-Resistant Waterproof Vinyl Waterproof Stickers for Water Bottles Waterproof, Reusable Residue-Free Stickers",KAKARIKO,,$,3.99,4.8,807.0
"Tuiklol Compatible with MacBook Air 13.6 inch 2022 Release M2 Chip Model A2681, Plastic Hard Shell Case Keyboard Cover for MacBook Air 13 M2 Liquid Retina Display with Touch ID,Mountain",Tuiklol,"Tuiklol For MacBook Air 13.6 inch M2 Chip [ 2022 Release ] Hard Shell Case with Keyobard cover, Screen Protector and Dust plug.  Compatible with:   Only fit for [2022 Release ] MacBook Air 13.6'' Model A2681 M2 Chip Liquid Retina display and Touch ID.  Not Compatible with:   Not Fir For [ 2018 2019 2020 2021 Release ] MacBook Air 13 inch Model A2337 M1 / A2179 / A1932 Retina Display and Touch ID.  Tuiklol case features:  --The Tuiklol case is made from polycarbonate material, slim, light weight and seamless, which is very flexible and durable, not esaily broken. -- Exquisite finish plastic hard shell case protects your laptop from scrapes and scratches. -- The case allows access to all plugs and drives, plug your charger, cable or headset without removing the case. -- The bottom case is designed with two rows of bottom ventilation, allowing safe heat disbursement, help your laptop staying cool. -- Two pieces of durable polycarbonate covers protect your laptop from scuffs and scratches. Snap on design, easy on and off. -- Utilizes UV Inks 3D-Digital Printed Artwork Pattern. Pattern Show Realistic And Color Saturation, Rich Clear Texture.  Package including:  1x PC Hard Shell Case + 1x Screen Protector + 1x Keyobard cover.",$,25.99,4.4,50.0
"USB C Docking Station Dual DP Monitor, Quad Display USB C Docking Station with Dual DP, HDMI, VGA, USB2.0 Ports for Lenovo HP Dell, Windows System Computer",WAVLINK,,$,49.99,,
"FIEIL 2 Pack Extra Thick Shoulder Strap Pad, Universal Replacement Shoulder Pad, for Shoulder Bags, Detachable Shoulder Strap Pad Pads Help Relieve Shoulder Pain(Sandwich Mesh-Sapphire Blue)",FIEIL,,$,13.99,4.0,1.0
"HYZUO 15-16 Inch Laptop Sleeve Compatible with MacBook Pro 16 M3/M2/M1 Pro/Max A2991 A2780 A2485 A2141 2024-2019, MacBook Pro 15 2012-2015, XPS 15, Faux Suede Leather Case with Pouch, Dark Green-H",HYZUO,"HYZUO's laptop sleeve offers a simple and safe way to protect your laptop.It is one of our classic products, made of premium quality microfiber (faux) suede leather.It will be perfect for your laptop to be perfectly protected at all times.15-16 Inch Laptop Sleeve Compatible with: 2024-2019 MacBook Pro 16 M3/M2/M1 Pro/Max (Model: A2991 A2780 A2485 A2141) 15-inch Surface Laptop 32012-2015 MacBook Pro 15 (Model: A1398)15.6-inch Dell XPS 1515.6-inch Samsung Galaxy Book Flex 1515.6-inch Samsung Galaxy Book Pro 15for Men and WomenSpecifications:External Material: Microfiber (Faux) Suede LeatherInternal Material: Soft VelvetClosure Type: MagnetExternal Dimensions: 15.59 x 10.94 Inches (39.6 x 27.8 cm)Internal dimensions: 14.31 x 9.84 Inches (36.5 x 25 cm)Package Content:1 x HYZUO Laptop Sleeve1 x HYZUO Small Carry Bag Warm Tips:1. Please allow 1-3 mm differences due to manual measurement.2. Different monitors may appear different visual effects, please prevail in kind.3. Before purchasing, please check the dimensions of your device to make sure the sleeve fits.",$,25.0,4.3,1007.0
Amanda 45N1128 X240 68+ Battery Fully Replacement for Lenovo ThinkPad T440 T450 T460 T440s T450s T460P T470P T550 L450 L460 P50S W550 W550s X240 X250 X260 X270 Series 0C52861 0C52862,A AMANDA,,$,36.99,4.2,161.0
230W 200W Laptop Charger Fit for Razer Blade Pro 17 4K/ Razer Blade 15 Base Advanced 2018 2019 GTX1060 GTX1070 RTX2070 RTX2080 RZ09-0238 RC30-0248 AC Adapter Power Supply 19.5V 11.8A,HSXIRQA,"Compatible With Razer Blade 15 Base Series, Razer Blade 15 Advanced Series, Razer Blade 15 GTX1060 GTX1070 RTX2070 RTX2080 RTX3070Ti RTX3080 Series, Razer Blade 14 Series, Razer Blade Pro 17/4K Laptop Series, Razer Blade 17 Pro 17 RC30-0248 Power Adapter",$,79.99,4.0,1.0
"Cute Anime Cartoon Stickers, 100PCS Waterproof Vinyl Cool Stickers for Water Bottle Laptop Notebook Scrapbook, Kids Teens Adults DIY Gift Stickers",Choliz,"Features: waterproof, sunscreen, no residuePackage contents: 100 Pcs kawaii stickersSize: 2-3 inchesSuitable for: laptops, computers, pads, keyboards, water bottles, scrapbooks, mirrors, notebooks, journals, luggage, skateboards, snowboards, bicycles, cars, and more",$,6.99,,
Emaks BN06XL Battery for HP Spectre X360 15-EB0000 Series 15-EB0043DX 15-EB0053DX 15-EB1043DX 15-EB0005UR 15-EB0005NI Series Laptop BN06072XL HSTNN-IB9A L68299-005 L68235-1C1,Emaks,"EMAKS Professional Battery Product Description   - Voltage:11.55V - Capatity: 72.9Wh 6000mAh - Battery Type: Li-ion - Condition:Brand New - Battery Model:BN06XL  - Warranty:30 Days Money Back Guarantee - 18 Months Exchange - Lifetime Customer Serice   - Product features:  *High Capacity Cells:The EMAKS 11.55V 72.9Wh 6000mAh Battery is sepecially designed for your HP Spectre X360 15-EB0000.The high capacity powers your latpop and you can easily and quickly recharge it.  *SAFE TO USE: Built-in circuit protection ensures both safety and stability (over charging, short circuit, high temperature, and surge protection).  *Exclusive expert technical guidance: We will provide you with 1 to 1 expert technical guidance, and propose solutions for your Fire Tabletk problems.  *Long Exchange Time:We provide the 18 Month Exchange time and Lifetime Support for our EMAKS replacment battery.By purchasing our battery, you will not only get a good quality battery, but also EMAKS lifetime Support.  Replacement Part Number: BN06072XL HSTNN-IB9A L68299-005 L68235-1C1  Compatible Machine Models:  HP Spectre X360 15-EB0000 Series 15-EB0043DX 15-EB0053DX 15-EB1043DX 15-EB0005UR 15-EB0005NI and more .Compatible with Part Numbers: BN06072XL HSTNN-IB9A L68299-005 L68235-1C1",$,70.99,4.1,5.0
"Newplenty Laptop Skin Sticker,13.3 14 15 15.4 15.6 inch Laptop Skins,Universal Vinyl Decal,Dustproof Scratch Resistant Reusable Cover Protector with Free 2 Wrist Pads (Flower in Black Background)",newplenty,"Laptop Skin Sticker,13.3 14 15 15.4 15.6 inch Universal Vinyl Laptop Skins Stickers Covers, with Free 2 Wrist Pads Decal  Highly durable, dustproof, waterproof, non-fading reusable, gooey free adhesive and prevents abrasions and scratches. Applied and removed easily without any tesidue. Reusable many times, so long as the backing is preserved. Easily trimmed down to fit smaller laptops under 15"" with instructions Three films are included,one for the back side of the LCD screen and two for the sides of the touch pad Compatible with : Fits 13"" 14"" 15"" 15.4"" & 15.6"" wide screen laptops Material: PVC_Removable Layer+Paper layer Dimension : The big one is 14.96"" (38cm) x 10.65"" (27cm) wrist pads one is (5.4"" x 3.5"" and 4.6"" x 3.5"")   *NOTE* The 15.6 inch laptop sticker is a big universal one,some trimming might be required due to different laptop size, corner and edge Package Includes: 1 x for back side of the LCD screen 2 x for sides of the touch pad",$,9.99,4.1,13.0
"USB C Docking Station Laptop Docking Station Dual Monitor for Dell HP Lenovo Surface, Docking Station 3 Monitors with 2 HDMI, VGA, 10G USB A/C Port, 100W PD, USB C Hub Multiport Adapter for Window",HODO,,$,39.99,,
Jucoci Backpack Plastic Miniatures Storage Case (Only Compatilble with Medium Size Storage Case),Jucoci,,$,39.99,,
"60pcs Colorful Squirrel Stickers Vinyl Waterproof Aesthetic Cartoon Animals Decals Stickers for Laptop, Water Bottles, Skateboard, Book, Scrapbook Luggage Decals Gifts for Adults, Teens, Kids",QIWENGO,,$,5.99,,
"Pizza Stickers Pizza Stickers Pack 50pcs-Suitable for Laptop Travel Case Notebook Phone Car Scrapbook Water Bottle Bike Computer Decals,Kids/Teen/Adults Gift Stickers",AYODPE,"About the product:Quantity: 50 pcs stickersMaterial: PVCSize: Dimensions in about 2inch~ 3inch( 3 - 8 cm )How to use:Clean the surface and keep it have no water, then stick on wherever you like. Start your DIY decoration.Are our stickers waterproof? Yes, Our Stickers are made of superior vinyl PVC. It’s waterproof and sun-proof.Do stickers leave residue? No. Made with the non-marking glue, it will not leave any residue when transferring or removing, and will not damage the surface of the sticker.Are stickers reusable? Yes. Reusable and removable. This means that you can remove the sticker anytime . You can also easily replace the current sticker with a new one and reuse the same sticker later on.Note:Cannot be used on lattice / non-smooth object surface.",$,5.99,,
"CAMPLALA for MacBook Air 13 inch Case 2021-2018 Release Model A2337 M1 A2179 A1932 - Hard Shell Case & Keyboard Cover & Screen Protector & OTG Adapter Suitable MacBook Air 13"", Crystal Red",CAMPLALA,"CAMPLALA 2021-2018 MacBook Air 13 inch A2337/ A2179/ A1932 Case  ❀Features: - Just the right amount of protection plus the precise reserved holes, Easy access to all ports with your MacBook Air 13 inch A2337/ A2179/ A1932. - High-quality and lightweight materials for ease of carrying your MacBook Air 13 inch to work, school, or travels. - The case for MacBook Air 13 inch is available in a variety of colors or patterns, Make your MacBook Air A2337/ A2179/ A1932 stand out. - Composite material favorable MacBook A2337/ A2179/ A1932 heat dissipation effect, refuse ineffective heat dissipation. - The snap-on design makes it easy to install on MacBook Air 13.  ❀Accessory Features: - Screen protectors prevent screen scratches. - The keyboard cover prevents the entry of dust and wear and tear. - OTG converter allows you to easily switch between Type-C and USB. ❀Compatibility: - Only compatible with 2021 - 2018 MacBook Air 13 inch A2337/ A2179/ A1932. Not compatible with MacBook Air 13.6-inch A2337 and earlier MacBook Air 13-inch models released in 2017 - 2012 without Touch ID: A1466 or A1369 and New MacBook Air 15 inch A2941 and MacBook Pro Series. - Please check if the model number on the link matches your MacBook before purchasing.  ❀Product Packaging: - 1 x MacBook Air 13.3-inch Case - 1 x Keyboard Cover - 1 x Screen Protector - 1 x OTG Adapter - 2 x Camera Privacy Cover  ❀After-Sales Guarantee: - CAMPLALA provides excellent service. - Contact us for replacement or installation instructions, and more.",$,18.98,4.5,2.0
MOYYI Leather Laptop Backpack for Women & Men College Backpack,MOYYI,Laptop Backpack,$,25.99,,
"22 PCS of American Football Stickers for Water Bottle, Laptop, Bicycle, Computer, Motorcycle, Travel Case, Car Decal Decoration Sticker",SUNSAIL,"About the product: Total of 22 non-repeating detroit stickers lions All the stickers made with high quality vinyl inks, 100% waterproof and sunscreen, Never faded out. The stickers for hydroflasks is the best gift for sport fans, you can give this sticker to your friends, any adult or man. These cute stickers are perfect for personalizing your laptop, water bottle, skateboard, game console, bicycle, bumper, car, phone, guitar, snowboard, etc. How to use: clean the smooth surface, remove the protective film on the back of the sticker, press the edge of the sticker to ensure a perfect fit. We do not recommend using stickers on uneven surfaces",$,11.99,,
"Laptop Skin Sticker Decal,14 15 15.4 15.6 inch Laptop Notebook Vinyl Skin Sticker Cover Protector for Women Men, Reusable Decorative Waterproof Removable",newplenty,,$,5.99,4.1,697.0
Tree House Studio Character Reusable Shopping Tote Bag for Kids and Adults,Tree House Studio,This colorful character tote is a great gift for kids going back to school or used as an alternative for traditional gift bags!,$,7.5,5.0,4.0
ZTHY AP21A7T AP21A8T AP21A5T Laptop Battery Replacement for Acer Nitro 5 AN517-5 Predator Helios 18 PH18-71 Predator Helios 300 PH315 PH317 PH315-54 PH315-55 PH317-56 PH317-56 Series 15.4V 90.61Wh,ZTHY,,$,73.99,,
"Vancropak Carry on Backpack, Airline Approved 45L Travel Backpack with 3 Packing Cubes for Women, Lightweight Expandable Weekender Overnight Luggage Daypack Suitcase Duffel Bag, Travelers Gift, Beige",Vancropak,,$,39.99,4.5,313.0
"Case Compatible with MacBook Pro 13 inch, RKINC 2016-2023 Release M1 M2 A2338/ A2289/ A2251/ A2159/ A1706/ A1989 with, Plastic Hard Shell & Keyboard Cover & Screen Protector (Graphic05)",RKINC,"ONLY compatible with 2023 2022 2020 2019 2018 2017 2016 Release MacBook Pro 13 inch (models:A2338 M2 M1 A2289 A2251 A2159 A1989 A1706 with Touch Bar and A1708 without Touch Bar-MYD82LL/A,MYDA2LL/A,MUHN2LL/A,MUHQ2LL/A,MUHP2LL/A,MUHR2LL/A,MV962LL/A,MV992LL/A,MV972LL/A,MV9A2LL/A,MR9Q2LL/A,MR9R2LL/A,MPXV2LL/A,MPXX2LL/A,MPXW2LL/A,MPXY2LL/A,MPXQ2LL/A,MPXR2LL/A,MPXT2LL/A,MPXU2LL/A,MLL42LL/A,MLH12LL/A,MLVP2LL/A,MNQF2LL/A,MNQG2LL/A,MXK32LL/A,MXK62LL/A,MXK52LL/A,MXK72LL/A,MWP42LL/A,MWP72LL/A,MWP52LL/A,MWP82LL/A).",$,9.99,3.0,2.0
Vvsialeek [New] G91J0 41 Wh Laptop Replacement Battery for Dell 3510 3511 3515 5310 5410 5418 5510 5515 5518 Latitude 3320 3330 3420 3520 Vostro 3510 3515 3511 5310 5510 5410 Series Laptop,Vvsialeek,"Special Features: Model Number: G91J0 Capacity: 41Wh Voltage:11.25V Compatibility: Dell In-spiron 3510 3511 3515 3520 3521 3525 3530 3535 5310 5320 5410 5415 5418 5420 5425 5430 5435 5510 5515 5518 5625 5630 5635 / In-spiron 14 Plus 7420 series; for Dell 5410 2-in-1; 7415 2-in-1 7420 2-in-1; 7425 2-in-1; 7430 2-in-1; 7435 2-in-1; for Dell Latitude 3320 3330 3420 3430 3520 3530 series; for Dell Vostro 3510 3511 3515 3520 3525 3530 3535 5310 5320 3420 3425 3430 3435 5410 5415 5510 5515 5620 5625 5630 5635 series Laptop Standard Rechargeable Li-ion Battery Packaging: 1 Battery Installation tips:1>1. Replacing the battery or screen may require some technical skills, you can pay some fees for technical assistance.2.The connection points on the battery and screen are very fragile, be more careful when replacing, make sure your hands are dry when installing the battery or screen.3. Check that the battery or screen is working well by connecting the cable before assembling your phone or laptop.4. do not throw out the packing box, keep it for at least 30 days if you have any problems, so it is more convenient for us to help you. Contact us  Send us a message to Amazon if you have any questions or problems with our product. Our customer service team will answer you within 24-hours, your patience is greatly appreciated.",,,,
School Backpack for Teen Girls Women Laptop Backpack College Bookbags Middle School Travel Work Commuter Back Pack（Lavender）,Bluboon,"BLUBOON School Backpack Women Girls Laptop Bookbag Shoolbag Casual Backpacks Butterfly   Designed school backpack with butterfly printed, combines classic vintage style with high quality accents, careful construction, and durable hardware to create a timeless but modern style anyone can appreciate. Suitable for teenage girls or boys for walking, fishing, hiking, trekking, or other outdoor sports.  Specifications: Material: Soft lightweight polyester and smooth zipper Construction: The main interior backpack could fit notebooks, magazines, A4 files; 1 padded laptop bag in the main compartment for 15 inch laptop. 2 small open pockets in the main compartment for storing a mobile phone or small electronics; 2 side pockets can carry a water bottle and an umbrella; 1 zipped front pocket perfect for a briefcase or snack;  Package Content: 1*School bag only  Attention: 1.Since the size above is measured by hand, the size of the actual item you received could be slight different from the size above. 2.There might be a little color difference due to the monitor, camera or other factors, please refer to the physical item.",$,24.99,4.6,890.0
"SlimQ 150W GaN Gaming Laptop Charger PD3.1 Type C, Supports QC Fast Charging, Power Supply Adapter with Foldable Plug for MacBook Pro M1/M2... (3 USB C+1 USB A)",SlimQ,"This 150W charger features three USB-C and one USB-A port. The USB-C1/C2 ports support PD3.1 with up to 140W power each, the USB-C3 port supports PD3.0 that supports up to 100W, and the USB-A port supports QC fast charging. It's the perfect solution for multi-device charging, whether you're on the go or in the office.- For Macbook Pro M1/M2- 150W Total Power Output- USB C1/C2 140W Power output- Powered by GaN Technology- 4-Ports USB(USB C1/C2 PD 3.1, USB C3 PD 3.0 and 1x USB A QC)",$,79.99,,
"BANGE Travel Backpack for 15.6 Inch Notebook,Lightweight Work Backpacks for Men, Daily Fashion Backpack for Men and Women",BANGE,,$,49.99,,
Cute Cow Stickers 50pcs Kawaii Cartoon VSCO Stickers Toy Stickers for Water Bottles Laptop Book Graffiti Waterproof Vinyl Decals for Kids Adults Teens for Birthday Party Supplies Decoration,Fcelery,"Cute Cow Stickers Quantity: 50Pcs/pack.Non-duplicateMaterial: Sun Protection and Waterproof PVCSize :1-3inchFeatures: Good stickiness and can be reused. Anti-wrinkling,safe and non-toxic. Sun protection,waterproof and durable! Easy to remove and do not leave a residue. 100% new with high-definition printing clear and color balanced. Every sticker is different.No repeats.All as shown in picture! Perfect for kids to DIY their personal belongings such as waterbottle laptop or Skateboard ,Bikes ,etcHow to use: Clean the surface and keep it have no water, then stick on wherever you like. Do you want to have a different state yourself? Come and have these inspirational stickers and meet a different you!",$,3.99,,
UGXKNAE C32N2002 Laptop Battery Replacement for ASUS ZenBook Flip 15 UX564 UX564EH UX564PH UX564EI/ Pro 15 Flip OLED UP6502 UP6502Z ZenBook Pro 15 UX535 UX535L UX535LI Series Notebook 0B200-03770000,UGXKNAE,,$,74.99,,
"USB C Dock for Steam Deck/Steam Deck OLED, Ultrathin and Portable, with HDMI 4K@60Hz, 2 USB-A3.0, Support PD-in 100W Max, Steam Deck Stand Base Gadget, Steam Deck OLED Accessories",NEWQ,,$,27.99,4.3,25.0
TWSIT Backpack 3D Print Cartoon Anime Backpacks Teenagers Backpack Boys And Girls Backpack,TWSIT,"Anime Backpack Children'S Backpack Cartoon Backpack Boys And Girls' Backpack 3d BackpackFeature:A Backpack Suitable For Going Out, Simple Style And Stylish 3d Pattern, Easy To Carry And Can Hold A Lot Of Things.The Stylish Pattern Printed With Modern Heat Transfer Technology Ensures That The Bag Will Fade Very Slowly Over The Next Few Years.Air-Cushion Strap System, Breathable Strap Design, Comfortable To Carry.Comfortable And Practical, This Backpack Can Hold Not Only Books But Also Everyday Items Like A Study, Mug Or Umbrella.This Is A Versatile Backpack Where You Can Store Some Clothes Or Water While Hiking Or Hiking.Backpack Size: 12.6 Inches (L) X 16.5 Inches (H) X 5.5 Inches (W), Suitable For Children, Boys, Girls, And Adolescents.Note: Please Allow Slight Color Difference Due To Different Camera Or Lighting Environment.",$,19.99,,
"MOSISO 360 Protective Laptop Sleeve Compatible with MacBook Air 15 inch M2 A2941 2023/Pro 15 A1990 A1707,15 Surface Laptop 5/4/3,HP Stream 14 inch,Side Open Bag with 4 Zipper Pockets&Handle,Teal Green",MOSISO,Why should take this bag? This MOSISO side open polyester 360 protective laptop sleeve bag with 4 zipper pockets & handle & belt carrying case cover bag offers a simple and yet fashionable way to protect your device while you are on the go.,$,27.99,4.7,92.0
"Inateck iMac Docking Station, USB Hub with USB 3.2 Gen 2, Compatible with iMac 24 inch 2021/2023 (Blue)",Inateck,Inateck iMac Docking Station,$,99.99,,
JGTM L15M4P23 L15M4P21 Laptop Battery for Lenovo Yoga 910 910-13IKB 80VF Glass 80VG 910-13IKB-80VF00FHSP 910-13IKB-80VF007TUS Yoga 5 Pro 5Pro Series L15C4P21 L15C4P22 5B10L22508 5B10L46105 78Wh,JGTM,,$,31.99,,
"30 PCS of American Football Stickers for Water Bottle, Laptop, Bicycle, Computer, Motorcycle, Travel Case, Car Decal Decoration Sticker",SUNSAIL,"About the product: Total of 30 non-repeating las vegas stickers raiders All the stickers made with high quality vinyl inks, 100% waterproof and sunscreen, Never faded out. The stickers for hydroflasks is the best gift for sport fans, you can give this sticker to your friends, any adult or man. These cute stickers are perfect for personalizing your laptop, water bottle, skateboard, game console, bicycle, bumper, car, phone, guitar, snowboard, etc. How to use: clean the smooth surface, remove the protective film on the back of the sticker, press the edge of the sticker to ensure a perfect fit. We do not recommend using stickers on uneven surfaces",,,,
Espacio AP19B5L Laptop Battery Replacement for Acer Aspire 5 A515-52 A515-52G SP314-21N-R5FR Aspire 5 A515-55 Swift 3 SF314-42 SF314-512 Series KT00405010 4INP5/61/71 54.6Wh/3550mAh,Espacio,,$,49.99,,
Baggallini Tribeca Expandable Laptop Backpack,Baggallini,"A perfect campus companion and travel go-to alike, the Tribeca Expandable Laptop Backpack was made with you and your routine in mind. A luggage handle sleeve and padded, flat-open laptop compartment make traversing terminals and TSA a breeze, while the exterior water bottle pockets offer added convenience during long days of classes.",$,130.0,4.3,28.0
52pcs Singer Stickers [2024 New] Vinyl Album Stickers [Waterproof] [Wear-Resistant] Toy Decal Stickers Singer Stickers for Water Bottle Laptop Perfect Gifts for Kids Teens Girls Adults and Fans,THYMEIF,"High Quality Singer StickersMaterial: Sun Protection and Waterproof PVCSize :1-3 inchWhat Will You Get:✔ 52 different patterns of singer stickers✔ All the patterns shown in picture are included✔ No duplicates and no random deliveries✔ Good stickiness and can be reused✔ 100% new with high-definition printing clear and color balanced✔ The stickers won't fade, so you can enjoy the vibrant colors for a long timeHow to use:Clean the surface and keep it have no water, then stick on wherever you like.If you are not satisfied with the position of the sticker, you can peel it off and stick it again.",$,8.98,,
"Laptop Sleeve Protective Case with Foldable Stand Leather Laptop Cover Notebook (15/16 inch, Black)",OUTER SPACE,"Protective laptop case with stand, mouse pad and cell phone cradle",$,47.0,,
"Case Compatible with MacBook Air 13.6 inch Case, RKINC 2023 2022 Release A2681 M2 Liquid Retina Display Touch ID, Plastic Hard Shell & Keyboard Cover & Screen Protector (Matte Rose Pink)",RKINC,"Designed ONLY to be compatible with MacBook Air 13.6 inch M2 Chip with Liquid Retina Display & Touch ID 2023 2022 Release (model: A2681 - MLXW3LL/A, MLXX3LL/A, MLXY3LL/A, MLY03LL/A, MLY13LL/A, MLY23LL/A, MLY33LL/A, MLY43LL/A). WARNING: This case is NOT compatible with other model laptops.",$,9.99,,
"32 PCS of American Football Stickers for Water Bottle, Laptop, Bicycle, Computer, Motorcycle, Travel Case, Car Decal Decoration Sticker",SUNSAIL,"About the product: Total of 32 non-repeating dallas stickers cowboys All the stickers made with high quality vinyl inks, 100% waterproof and sunscreen, Never faded out. The stickers for hydroflasks is the best gift for sport fans, you can give this sticker to your friends, any adult or man. These cute stickers are perfect for personalizing your laptop, water bottle, skateboard, game console, bicycle, bumper, car, phone, guitar, snowboard, etc. How to use: clean the smooth surface, remove the protective film on the back of the sticker, press the edge of the sticker to ensure a perfect fit. We do not recommend using stickers on uneven surfaces",$,11.99,,
